889,Burkholderia sordidicola
890,Avibacterium paragallinarum
891,Prevotella denticola
892,Bifidobacterium animalis subsp. animalis
893,Corynebacterium suicordis
894,Nocardia fluminea
895,Alicyclobacillus acidoterrestris
896,Phycicoccus badiiscoriae
897,Clostridium frigidicarnis
898,Streptococcus infantarius subsp. coli
899,Microcella putealis
900,Alicyclobacillus hesperidum
901,Ercella succinigenes
902,Idiomarina zobellii
903,Aeromonas salmonicida subsp. pectinolytica
904,Facklamia hominis
905,Thiorhodospira sibirica
906,Methylovulum miyakonense
907,Ureaplasma canigenitalium
908,Moraxella bovoculi
909,Thermoanaerobacter thermohydrosulfuricus
910,Pantoea allii
911,Bacillus smithii
912,Neisseria gonorrhoeae
913,Polynucleobacter difficilis
914,Bacillus okuhidensis
915,Xanthomonas fragariae
916,Desulfosporosinus auripigmenti
917,Vibrio superstes
918,Paenibacillus alvei
919,Eubacterium barkeri
920,Acinetobacter pittii
921,Muricauda taeanensis
922,Sedimentitalea nanhaiensis
923,Amycolatopsis dongchuanensis
924,Listeria newyorkensis
925,Stomatobaculum longum
926,Vogesella alkaliphila
927,Lactococcus formosensis
928,Ilyobacter tartaricus
929,Pectinatus brassicae
930,Pseudomonas chlororaphis subsp. chlororaphis
931,Prevotella micans
932,Thermoanaerobaculum aquaticum
933,Spongiimonas flava
934,Allisonella histaminiformans
935,Nocardia tenerifensis
936,Kroppenstedtia eburnea
937,Vagococcus penaei
938,Bifidobacterium gallinarum
939,Spirochaeta bajacaliforniensis
940,Cellulosibacter alkalithermophilus
941,Prevotella oralis
942,Nocardiopsis valliformis
943,Psychroflexus halocasei
944,Rhodococcus tukisamuensis
945,Christensenella minuta
946,Veillonella criceti
947,Lactobacillus nagelii
948,Pseudomonas brenneri
949,Luteolibacter cuticulihirudinis
950,Eubacterium desmolans
951,Gemella palaticanis
952,Desulforhabdus amnigena
953,Methylocella silvestris
954,Marispirillum indicum
955,Vogesella fluminis
956,Porphyromonas levii
957,Photobacterium phosphoreum
958,Nesterenkonia suensis
959,Tanticharoenia sakaeratensis
960,Mycobacterium terrae
961,Sarcina ventriculi
962,Thauera aminoaromatica
